timestamp,avgEAR,is_closed,closed_frames,blnk_count,blink_rate_per_min,average_blink_duration,fatigue_flag
1767901633.38,0.0,0,0,16,30.76,0.201,0
1767901634.39,0.0,0,0,16,29.78,0.201,0
1767901635.43,0.0,0,0,16,28.85,0.201,0
1767901636.45,0.0,0,0,16,28.01,0.201,0
1767901637.45,0.0,0,0,16,27.2,0.201,0
1767901638.46,0.0,0,0,16,26.45,0.201,0
1767901639.47,0.0,0,0,16,25.73,0.201,0
1767901640.51,0.0,0,0,16,25.03,0.201,0
1767901641.51,0.332,0,0,16,24.4,0.201,0
1767901642.52,0.29,0,0,16,23.79,0.201,0
1767901643.52,0.0,0,0,16,23.22,0.201,0
1767901644.52,0.0,0,0,16,22.67,0.201,0
1767901645.54,0.0,0,0,16,22.14,0.201,0
1767901646.59,0.24,0,0,16,21.61,0.201,0
1768215839.34,0.291,0,0,0,0,0,0
1768215840.36,0.307,0,0,0,0.0,0,0
1768215841.37,0.205,1,1,0,0.0,0,0
1768215842.38,0.297,0,0,3,23.04,0.028,0
1768215881.01,0.225,0,0,0,0,0,0
1768215882.04,0.283,0,0,0,0,0,0
1768215883.05,0.288,0,0,0,0,0,0
1768215884.05,0.323,0,0,0,0.0,0,0
1768215885.08,0.267,0,0,1,9.33,0.06,0
1768215886.08,0.284,0,0,1,8.07,0.06,0
1768215887.1,0.307,0,0,2,14.21,0.058,0
1768215888.15,0.308,0,0,2,12.63,0.058,0
1768215889.15,0.31,0,0,2,11.42,0.058,0
1768215890.16,0.307,0,0,2,10.42,0.058,0
1768215891.18,0.294,0,0,2,9.58,0.058,0
1768215892.24,0.281,0,0,2,8.83,0.058,0
1768215893.3,0.312,0,0,3,12.29,0.063,0
1768215894.31,0.262,0,0,3,11.49,0.063,0
1768215895.33,0.259,0,0,4,14.4,0.084,0
1768215896.37,0.307,0,0,4,13.54,0.084,0
1768215897.39,0.304,0,0,4,12.81,0.084,0
1768215898.39,0.312,0,0,6,18.23,0.07,0
1768215899.43,0.273,0,0,6,17.32,0.07,0
1768215900.44,0.304,0,0,6,16.52,0.07,0
1768215901.46,0.269,0,0,7,18.42,0.067,0
1768215902.5,0.163,1,7,7,17.61,0.067,0
1768215903.51,0.204,1,2,9,21.72,0.083,0
1768215904.53,0.203,1,1,13,30.14,0.105,0
1768215905.53,0.219,1,2,18,40.18,0.103,0
1768215906.58,0.202,0,0,25,53.7,0.091,0
1768215907.58,0.178,1,1,25,51.84,0.091,0
1768215908.58,0.178,1,6,29,58.14,0.092,0
1768215909.59,0.205,0,0,31,60.12,0.093,0
1768215910.6,0.152,0,0,36,67.59,0.095,0
1768215911.61,0.191,1,3,39,70.99,0.093,0
1768215912.7,0.177,1,10,39,70.43,0.093,1
1768215913.73,0.19,1,42,39,66.73,0.093,1
1768215914.75,0.197,1,73,39,64.82,0.093,1
1768215915.81,0.207,1,77,40,64.6,0.194,1
1768215916.82,0.282,0,51,43,67.59,0.19,1
1768215917.83,0.32,0,0,43,65.86,0.19,0
1768215918.86,0.267,0,0,44,65.65,0.189,0
1768215919.87,0.26,0,0,44,64.04,0.189,0
1768215920.88,0.318,0,0,45,63.93,0.186,0
1768215921.94,0.199,1,2,46,63.76,0.185,0
1768215922.95,0.227,0,0,49,66.37,0.178,0
1768215924.56,0.183,1,10,49,65.19,0.178,1
1768215925.57,0.126,1,40,49,62.66,0.178,1
1768215926.62,0.114,1,71,49,61.29,0.178,1
1768215927.67,0.156,1,79,49,59.97,0.178,1
1768215928.67,0.212,1,97,51,61.17,0.267,1
1768215929.68,0.216,1,46,53,62.31,0.261,1
1768215930.69,0.236,0,44,56,64.56,0.264,1
1768215931.7,0.223,0,23,63,71.25,0.242,1
1768215932.71,0.281,0,0,66,73.26,0.234,0
1768215933.76,0.247,0,0,66,71.86,0.234,0
1768215934.77,0.22,0,0,67,71.63,0.231,0
1768215935.81,0.24,0,0,69,72.42,0.226,0
1768215936.82,0.243,0,0,69,71.17,0.226,0
1768215937.82,0.258,0,0,69,69.96,0.226,0
1768215938.83,0.227,0,0,69,68.79,0.226,0
1768215939.85,0.239,0,0,70,68.63,0.223,0
1768215941.46,0.195,1,10,71,68.71,0.221,1
1768215942.5,0.211,1,1,72,67.66,0.234,0
1768215943.52,0.222,0,0,74,68.45,0.232,0
1768215944.57,0.297,0,4,77,70.09,0.229,0
1768215945.59,0.328,0,0,77,69.03,0.229,0
1768215946.59,0.169,0,0,78,68.88,0.226,0
1768215947.6,0.128,0,0,80,69.62,0.224,0
1768215949.34,0.077,1,10,82,70.41,0.222,1
1768215950.38,0.09,1,32,85,71.09,0.236,1
1768215951.45,0.238,0,25,89,73.35,0.233,1
1768215952.46,0.308,0,8,90,73.16,0.231,0
1768215953.47,0.229,0,0,92,73.78,0.227,0
1768215954.53,0.278,0,0,93,73.54,0.225,0
1768215955.58,0.287,0,0,93,72.54,0.225,0
1768215956.58,0.28,0,0,93,71.6,0.225,0
1768215957.6,0.136,1,3,93,70.68,0.225,0
1768215959.24,0.19,1,10,94,70.69,0.225,1
1768215960.25,0.261,0,0,95,69.86,0.235,0
1768215961.25,0.254,0,0,96,69.73,0.233,0
1768215962.26,0.288,0,0,99,71.04,0.228,0
1768215963.27,0.243,0,3,101,71.61,0.227,0
1768215964.28,0.247,0,0,104,72.87,0.223,0
1768215965.33,0.223,0,0,106,73.38,0.219,0
1768215966.34,0.263,0,0,110,75.26,0.212,0
1768215967.34,0.286,0,0,110,74.42,0.212,0
1768215968.39,0.268,0,0,110,73.55,0.212,0
1768215969.39,0.269,0,0,112,74.05,0.209,0
1768215970.41,0.263,0,0,112,73.24,0.209,0
1768215971.42,0.268,0,0,112,72.44,0.209,0
1768215972.43,0.188,1,8,112,71.65,0.209,0
1768215973.46,0.264,0,0,114,72.14,0.209,0
1768215974.47,0.282,0,0,114,71.38,0.209,0
1768215975.48,0.213,1,3,114,70.64,0.209,0
1768215976.48,0.266,0,0,117,71.76,0.207,0
1768215977.49,0.265,0,0,120,72.84,0.204,0
1768215978.55,0.269,0,0,121,72.67,0.203,0
1768215979.56,0.207,1,1,122,72.54,0.203,0
1768215980.57,0.229,0,0,124,73.0,0.201,0
1768215981.62,0.264,0,0,127,74.0,0.199,0
1768215982.62,0.264,0,0,127,73.29,0.199,0
1768215983.62,0.275,0,0,128,73.16,0.197,0
1768215984.63,0.265,0,0,129,73.03,0.197,0
1768215985.64,0.222,0,0,130,72.91,0.195,0
1768215986.7,0.278,0,0,132,73.3,0.194,0
1768215987.76,0.27,0,0,132,72.59,0.194,0
1768215988.78,0.265,0,0,133,72.46,0.193,0
1768215989.79,0.0,0,0,133,71.8,0.193,0
1768215990.82,0.0,0,0,133,71.14,0.193,0
1768215991.83,0.0,0,0,133,70.51,0.193,0
1768215992.84,0.295,0,0,133,69.88,0.193,0
1768215993.84,0.0,0,0,133,69.27,0.193,0
1768215994.85,0.277,0,0,134,69.19,0.191,0
1768215995.85,0.18,1,3,135,69.11,0.191,0
1768215996.86,0.0,0,0,136,69.03,0.19,0
1768215997.91,0.279,0,0,136,68.42,0.19,0
1768215998.91,0.248,0,0,136,67.86,0.19,0
1768215999.92,0.315,0,0,136,67.29,0.19,0
1768216000.97,0.231,0,1,139,68.18,0.188,0
1768216002.0,0.179,0,0,141,68.59,0.186,0
1768216003.6,0.191,1,10,143,69.11,0.185,1
1768216004.64,0.0,0,0,148,70.48,0.189,0
1768216005.66,0.0,0,0,152,71.81,0.185,0
1768216006.67,0.0,0,0,152,71.24,0.185,0
1768216007.67,0.0,0,0,152,70.69,0.185,0
1768216008.71,0.0,0,0,152,70.12,0.185,0
1768216009.78,0.285,0,0,152,69.55,0.185,0
1768216010.79,0.272,0,0,152,69.02,0.185,0
1768216011.8,0.149,1,1,158,71.2,0.18,0
1768216012.82,0.292,0,0,159,71.11,0.18,0
1768216013.84,0.26,0,0,160,71.01,0.179,0
1768216014.86,0.303,0,0,163,71.8,0.179,0
1768216015.88,0.286,0,0,163,71.27,0.179,0
1768216016.88,0.287,0,0,163,70.75,0.179,0
1768216017.89,0.305,0,0,163,70.24,0.179,0
1768216018.94,0.162,1,3,164,70.14,0.178,0
1768216019.94,0.286,0,0,165,70.07,0.178,0
1768216020.96,0.129,1,2,165,69.57,0.178,0
1768216021.96,0.277,0,0,167,69.92,0.178,0
1768216023.01,0.292,0,0,170,70.66,0.177,0
1768216024.03,0.282,0,0,170,70.16,0.177,0
1768216025.08,0.275,0,0,172,70.48,0.175,0
1768216026.09,0.172,0,0,174,70.81,0.174,0
1768216115.81,0.278,0,0,0,0,0,0
1768216116.84,0.269,0,0,0,0,0,0
1768216117.84,0.183,0,0,0,0,0,0
1768216118.85,0.272,0,0,0,0.0,0,0
1768216119.86,0.297,0,0,2,18.64,0.077,0
1768216120.87,0.303,0,0,2,16.12,0.077,0
1768216121.87,0.273,0,0,2,14.21,0.077,0
1768216122.91,0.288,0,0,2,12.65,0.077,0
1768216123.92,0.289,0,0,2,11.43,0.077,0
1768216124.98,0.287,0,0,2,10.38,0.077,0
1768216125.99,0.298,0,0,2,9.55,0.077,0
1768216126.99,0.292,0,0,2,8.85,0.077,0
1768216128.01,0.273,0,0,2,8.23,0.077,0
1768216129.02,0.257,0,0,2,7.7,0.077,0
1768216130.06,0.288,0,0,2,7.21,0.077,0
1768216131.06,0.246,0,0,2,6.8,0.077,0
1768216132.07,0.255,0,0,2,6.44,0.077,0
1768216133.08,0.251,0,0,2,6.11,0.077,0
1768216134.09,0.254,0,0,2,5.81,0.077,0
1768216135.14,0.251,0,0,2,5.53,0.077,0
1768216136.15,0.277,0,0,2,5.28,0.077,0
1768216137.16,0.304,0,0,2,5.06,0.077,0
1768216138.2,0.311,0,0,2,4.85,0.077,0
1768216139.22,0.285,0,0,2,4.65,0.077,0
1768216140.23,0.279,0,0,2,4.48,0.077,0
1768216141.27,0.237,0,0,2,4.31,0.077,0
1768216142.27,0.252,0,0,2,4.16,0.077,0
1768216143.28,0.259,0,0,2,4.02,0.077,0
1768216144.29,0.247,0,0,2,3.89,0.077,0
1768216145.34,0.281,0,0,2,3.76,0.077,0
1768216146.36,0.283,0,0,2,3.64,0.077,0
1768216147.37,0.286,0,0,2,3.54,0.077,0
1768216148.38,0.284,0,0,2,3.43,0.077,0
1768216149.42,0.264,0,0,2,3.33,0.077,0
1768216150.43,0.313,0,0,2,3.24,0.077,0
1768216151.44,0.29,0,0,2,3.16,0.077,0
1768216152.45,0.289,0,0,2,3.07,0.077,0
1768216153.45,0.299,0,0,2,3.0,0.077,0
1768216154.51,0.283,0,0,2,2.92,0.077,0
1768216155.55,0.278,0,0,2,2.85,0.077,0
1768216156.58,0.29,0,0,2,2.78,0.077,0
1768216157.58,0.293,0,0,2,2.72,0.077,0
1768216158.64,0.288,0,0,2,2.65,0.077,0
1768216159.65,0.271,0,0,2,2.6,0.077,0
1768216160.66,0.322,0,0,2,2.54,0.077,0
1768216161.66,0.246,0,0,2,2.49,0.077,0
1768216162.7,0.234,0,0,2,2.44,0.077,0
1768216163.71,0.306,0,0,2,2.39,0.077,0
1768216164.73,0.29,0,0,2,2.34,0.077,0
1768216165.78,0.287,0,0,2,2.29,0.077,0
1768216166.79,0.28,0,0,2,2.25,0.077,0
1768216167.85,0.278,0,0,2,2.2,0.077,0
1768216168.86,0.278,0,0,2,2.16,0.077,0
1768216169.86,0.281,0,0,2,2.13,0.077,0
1768216170.87,0.281,0,0,2,2.09,0.077,0
1768216171.91,0.277,0,0,2,2.05,0.077,0
1768216172.98,0.264,0,0,2,2.01,0.077,0
1768216173.99,0.246,0,0,2,1.98,0.077,0
1768216174.99,0.276,0,0,2,1.95,0.077,0
1768216176.0,0.28,0,0,2,1.92,0.077,0
1768216177.02,0.273,0,0,2,1.89,0.077,0
1768216178.05,0.27,0,0,2,1.86,0.077,0
1768216179.06,0.275,0,0,2,1.83,0.077,0
1768216180.07,0.275,0,0,2,1.8,0.077,0
1768216181.08,0.275,0,0,2,1.77,0.077,0
1768216182.08,0.281,0,0,2,1.75,0.077,0
1768216183.12,0.268,0,0,2,1.72,0.077,0
1768216184.13,0.266,0,0,2,1.7,0.077,0
1768216185.18,0.274,0,0,2,1.67,0.077,0
1768216186.19,0.273,0,0,2,1.65,0.077,0
1768216187.21,0.289,0,0,2,1.63,0.077,0
1768216188.22,0.271,0,0,2,1.6,0.077,0
1768216189.23,0.274,0,0,2,1.58,0.077,0
1768216190.28,0.272,0,0,2,1.56,0.077,0
1768216191.28,0.275,0,0,2,1.54,0.077,0
1768216192.28,0.262,0,0,2,1.52,0.077,0
1768216193.29,0.248,0,0,2,1.5,0.077,0
1768216194.29,0.273,0,0,2,1.48,0.077,0
1768216195.35,0.275,0,0,2,1.46,0.077,0
1768216196.35,0.261,0,0,2,1.45,0.077,0
1768216197.38,0.253,0,0,2,1.43,0.077,0
1768216198.39,0.26,0,0,2,1.41,0.077,0
1768216199.41,0.279,0,0,2,1.4,0.077,0
1768216200.42,0.273,0,0,2,1.38,0.077,0
1768216201.43,0.264,0,0,2,1.36,0.077,0
1768216202.43,0.278,0,0,2,1.35,0.077,0
1768216203.45,0.272,0,0,2,1.33,0.077,0
1768216204.5,0.283,0,0,2,1.32,0.077,0
1768216205.51,0.263,0,0,2,1.3,0.077,0
1768216206.52,0.295,0,0,2,1.29,0.077,0
1768216207.55,0.283,0,0,2,1.27,0.077,0
1768216208.57,0.309,0,0,2,1.26,0.077,0
1768216209.59,0.299,0,0,2,1.25,0.077,0
1768216210.62,0.286,0,0,2,1.23,0.077,0
1768216211.63,0.281,0,0,2,1.22,0.077,0
1768216212.64,0.273,0,0,2,1.21,0.077,0
1768216213.66,0.273,0,0,2,1.2,0.077,0
1768216214.66,0.277,0,0,2,1.19,0.077,0
1768216215.7,0.244,0,0,2,1.17,0.077,0
1768216216.71,0.263,0,0,2,1.16,0.077,0
1768216217.71,0.284,0,0,2,1.15,0.077,0
1768216218.73,0.259,0,0,2,1.14,0.077,0
1768216219.78,0.278,0,0,2,1.13,0.077,0
1768216220.79,0.271,0,0,2,1.12,0.077,0
1768216221.84,0.279,0,0,2,1.11,0.077,0
1768216222.85,0.269,0,0,2,1.1,0.077,0
1768216223.85,0.282,0,0,2,1.09,0.077,0
1768216224.88,0.269,0,0,2,1.08,0.077,0
1768216225.88,0.27,0,0,4,2.13,0.109,0
1768216226.92,0.273,0,0,4,2.11,0.109,0
1768216227.93,0.319,0,0,4,2.1,0.109,0
1768216228.93,0.299,0,0,4,2.08,0.109,0
1768216229.94,0.287,0,0,4,2.06,0.109,0
1768216230.95,0.281,0,0,4,2.04,0.109,0
1768216231.98,0.297,0,0,4,2.02,0.109,0
1768216232.99,0.269,0,0,4,2.01,0.109,0
1768216234.0,0.274,0,0,4,1.99,0.109,0
1768216235.0,0.282,0,0,4,1.97,0.109,0
1768216236.02,0.303,0,0,4,1.96,0.109,0
1768216237.03,0.306,0,0,4,1.94,0.109,0
1768216238.08,0.319,0,0,4,1.93,0.109,0
1768216239.09,0.304,0,0,4,1.91,0.109,0
1768216240.14,0.291,0,0,4,1.89,0.109,0
1768216241.17,0.285,0,0,4,1.88,0.109,0
1768216242.18,0.282,0,0,4,1.86,0.109,0
1768216243.22,0.302,0,0,5,2.31,0.116,0
1768216244.23,0.286,0,0,5,2.29,0.116,0
1768216245.24,0.268,0,0,5,2.28,0.116,0
1768216246.27,0.278,0,0,5,2.26,0.116,0
1768216247.29,0.276,0,0,5,2.24,0.116,0
1768216248.29,0.227,0,0,6,2.67,0.131,0
1768219354.71,0.298,0,0,0,0.0,0,0
1768219355.73,0.273,0,0,0,0.0,0,0
1768219356.75,0.269,0,0,0,0.0,0,0
1768219357.78,0.224,0,0,0,0.0,0,0
1768219358.8,0.163,0,0,0,0.0,0,0
1768219359.87,0.25,0,0,0,0.0,0,0
1768219360.88,0.269,0,0,1,3.83,0.053,0
1768219361.89,0.206,1,2,1,3.6,0.053,0
1768219362.94,0.279,0,0,3,10.15,0.08,0
1768219363.96,0.319,0,0,3,9.61,0.08,0
1768219364.96,0.324,0,0,3,9.12,0.08,0
1768219365.99,0.185,0,0,3,8.66,0.08,0
1768219367.01,0.271,0,0,3,8.26,0.08,0
1768219368.03,0.25,0,0,7,18.41,0.066,0
1768219369.07,0.22,0,0,8,20.12,0.076,0
1768219370.08,0.201,0,0,10,24.13,0.068,0
1768219371.08,0.195,1,5,10,23.19,0.068,0
1768219372.5,0.212,1,20,11,24.93,0.112,1
1768219373.51,0.21,1,13,15,31.81,0.16,0
1768219374.56,0.229,0,0,17,34.76,0.19,0
1768219375.57,0.2,0,0,17,33.59,0.19,0
1768219376.6,0.215,0,0,17,32.5,0.19,0
1768219377.62,0.242,0,0,18,33.34,0.194,0
1768219378.62,0.273,0,0,18,32.33,0.194,0
1768219379.64,0.147,1,1,20,34.87,0.181,0
1768219380.68,0.261,0,0,22,37.22,0.183,0
1768219381.69,0.263,0,0,22,36.19,0.183,0
1768219382.7,0.264,0,0,26,41.61,0.165,0
1768219383.72,0.288,0,0,26,40.52,0.165,0
1768219384.72,0.307,0,0,26,39.49,0.165,0
1768219385.75,0.313,0,0,26,38.48,0.165,0
1768219386.76,0.293,0,0,26,37.55,0.165,0
1768219387.77,0.226,0,0,31,43.7,0.144,0
1768219388.79,0.246,0,0,34,46.82,0.135,0
1768219389.79,0.191,0,0,35,47.11,0.133,0
1768219390.8,0.266,0,0,37,48.7,0.127,0
1768219391.83,0.132,0,0,39,50.19,0.123,0
1768243025.14,0.241,0,0,0,0,0,0
1768243026.18,0.242,0,0,0,0.0,0,0
1768243027.19,0.258,0,0,0,0.0,0,0
1768243028.2,0.289,0,0,0,0.0,0,0
1768243029.2,0.211,1,3,1,6.76,0.123,0
1768243030.26,0.209,1,5,2,12.08,0.101,0
1768243031.27,0.261,0,0,3,16.45,0.162,0
1768243032.27,0.276,0,0,5,25.11,0.156,0
1768243033.27,0.08,1,4,6,27.82,0.139,0
